Date,Open,High,Low,Close,Adj Close,Volume
2019-07-09,41.470001,41.680000,40.650002,40.759998,40.759998,754637
2019-07-10,40.750000,42.320000,40.750000,41.759998,41.759998,1026588
2019-07-11,41.759998,42.689999,41.759998,41.880001,41.880001,1143380
2019-07-12,41.980000,42.720001,41.939999,42.509998,42.509998,1022212
2019-07-15,42.520000,43.400002,42.299999,42.869999,42.869999,1137933
2019-07-16,43.400002,43.680000,42.930000,43.349998,43.349998,1201563
2019-07-17,43.310001,43.700001,42.599998,43.450001,43.450001,1548312
2019-07-18,43.520000,45.500000,43.459999,44.320000,44.320000,1416165
2019-07-19,44.439999,45.009998,44.169998,44.209999,44.209999,1193538
2019-07-22,44.080002,44.360001,43.560001,44.099998,44.099998,733580
2019-07-23,44.220001,44.305000,43.770000,44.220001,44.220001,829679
2019-07-24,44.240002,44.599998,44.080002,44.500000,44.500000,829589
2019-07-25,44.529999,44.700001,43.959999,44.070000,44.070000,726788
2019-07-26,44.209999,45.750000,44.209999,45.549999,45.549999,1177656
2019-07-29,45.930000,46.709999,44.740002,45.090000,45.090000,1590621
2019-07-30,46.130001,47.430000,44.320000,46.689999,46.689999,2513872
2019-07-31,47.099998,47.240002,44.840000,45.410000,45.410000,2444164
2019-08-01,45.259998,45.279999,44.310001,44.980000,44.980000,2019608
2019-08-02,44.430000,44.869999,43.549999,44.410000,44.410000,1247639
2019-08-06,43.189999,44.330002,42.889999,44.160000,44.160000,1504393
2019-08-07,43.430000,43.590000,42.709999,43.310001,43.310001,1489317
2019-08-08,43.630001,44.810001,43.630001,44.470001,44.470001,1791286
2019-08-09,44.290001,45.060001,43.959999,44.500000,44.500000,570681
2019-08-12,44.320000,44.799999,42.610001,43.759998,43.759998,1232846
2019-08-13,43.790001,44.029999,43.400002,43.500000,43.500000,1166618
2019-08-14,43.200001,43.299999,41.919998,42.320000,42.320000,1317639
2019-08-15,42.310001,43.169998,41.779999,41.860001,41.860001,982704
2019-08-16,41.790001,43.900002,41.770000,43.580002,43.580002,1254061
2019-08-19,43.930000,44.680000,43.509998,43.669998,43.669998,957888
2019-08-20,43.380001,43.900002,42.980000,43.209999,43.209999,795272
2019-08-21,43.320000,44.919998,43.320000,44.209999,44.209999,938401
2019-08-22,44.290001,44.349998,43.290001,43.900002,43.900002,816398
2019-08-23,43.689999,44.509998,42.910000,43.099998,43.099998,1355245
2019-08-26,43.419998,43.549999,42.389999,42.450001,42.450001,1375241
2019-08-27,42.759998,43.250000,42.459999,42.709999,42.709999,9401624
2019-08-28,42.660000,43.279999,42.529999,42.689999,42.689999,1062413
2019-08-29,42.910000,43.950001,42.810001,43.549999,43.549999,2207439
2019-08-30,43.709999,45.220001,43.709999,44.750000,44.750000,1378194
2019-09-03,44.209999,44.919998,43.500000,43.619999,43.619999,1495062
2019-09-04,44.009998,44.400002,43.320000,43.570000,43.570000,945001
2019-09-05,43.970001,44.880001,43.490002,44.090000,44.090000,1123628
2019-09-06,44.029999,44.860001,43.820000,44.560001,44.560001,844475
2019-09-09,44.450001,44.450001,43.880001,44.000000,44.000000,1469306
2019-09-10,44.000000,44.040001,41.900002,42.380001,42.380001,1786745
2019-09-11,42.490002,42.759998,42.299999,42.700001,42.700001,1544801
2019-09-12,42.830002,43.549999,42.570000,42.910000,42.910000,1272646
2019-09-13,43.060001,43.330002,42.930000,43.130001,43.130001,1068051
2019-09-16,42.279999,42.500000,41.400002,41.810001,41.810001,1645841
2019-09-17,41.650002,44.369999,41.650002,44.009998,44.009998,1990120
2019-09-18,44.450001,44.450001,42.849998,43.400002,43.400002,1093152
2019-09-19,43.450001,43.740002,42.889999,43.029999,43.029999,955531
2019-09-20,42.990002,43.380001,42.240002,42.750000,42.750000,1558677
2019-09-23,42.660000,43.330002,42.450001,43.040001,43.040001,601371
2019-09-24,43.080002,44.389999,42.599998,43.000000,43.000000,989622
2019-09-25,42.980000,43.639999,42.900002,43.130001,43.130001,758289
2019-09-26,43.139999,43.470001,42.799999,43.139999,43.139999,857658
2019-09-27,43.250000,44.200001,42.630001,42.950001,42.950001,1103221
2019-09-30,42.950001,43.450001,42.880001,43.209999,43.209999,1106503
2019-10-01,43.450001,44.130001,42.299999,43.119999,43.119999,1401901
2019-10-02,42.779999,43.200001,41.799999,42.540001,42.540001,1690844
2019-10-03,42.250000,43.119999,42.000000,43.099998,43.099998,1001427
2019-10-04,43.270000,43.490002,42.799999,43.270000,43.270000,606616
2019-10-07,43.119999,43.450001,42.860001,43.240002,43.240002,592119
2019-10-08,43.080002,43.450001,42.540001,42.880001,42.880001,779223
2019-10-09,43.150002,44.029999,42.950001,43.660000,43.660000,903472
2019-10-10,43.630001,44.830002,43.250000,44.810001,44.810001,957936
2019-10-11,45.000000,46.360001,44.849998,45.549999,45.549999,1065485
2019-10-15,45.500000,45.910000,45.000000,45.630001,45.630001,1052411
2019-10-16,45.680000,46.119999,45.160000,45.380001,45.380001,1008735
2019-10-17,45.580002,45.830002,45.290001,45.540001,45.540001,1033861
2019-10-18,45.560001,45.970001,45.180000,45.259998,45.259998,1218495
2019-10-21,45.549999,46.990002,45.290001,46.230000,46.230000,1132554
2019-10-22,46.500000,46.990002,45.209999,45.430000,45.430000,1057423
2019-10-23,45.270000,46.029999,45.060001,45.730000,45.730000,877451
2019-10-24,46.009998,46.529999,45.779999,46.009998,46.009998,719060
2019-10-25,46.020000,46.279999,45.709999,45.990002,45.990002,580527
