Date,Open,High,Low,Close,Adj Close,Volume
2019-08-27,37658.480469,37731.511719,37449.691406,37641.269531,37641.269531,36500
2019-08-28,37655.769531,37687.820313,37249.191406,37451.839844,37451.839844,28600
2019-08-29,37381.800781,37381.800781,36987.351563,37068.929688,37068.929688,31700
2019-08-30,37222.261719,37397.968750,36829.808594,37332.789063,37332.789063,33400
2019-09-03,37181.761719,37188.378906,36466.011719,36562.910156,36562.910156,23600
2019-09-04,36575.238281,36776.308594,36409.539063,36724.738281,36724.738281,25600
2019-09-05,36821.710938,36898.988281,36541.878906,36644.421875,36644.421875,27400
2019-09-06,36785.589844,37012.980469,36727.660156,36981.769531,36981.769531,23000
2019-09-09,36969.480469,37244.078125,36784.468750,37145.449219,37145.449219,25300
2019-09-11,37251.031250,37343.460938,37193.570313,37270.820313,37270.820313,36700
2019-09-12,37330.468750,37435.148438,37048.671875,37104.281250,37104.281250,27500
2019-09-13,37175.859375,37413.500000,37000.089844,37384.988281,37384.988281,34300
2019-09-16,37204.558594,37302.058594,37028.941406,37123.308594,37123.308594,19900
2019-09-17,37169.460938,37169.558594,36419.089844,36481.089844,36481.089844,20500
2019-09-18,36621.378906,36712.988281,36465.921875,36563.878906,36563.878906,25400
2019-09-19,36613.929688,36613.929688,35987.800781,36093.468750,36093.468750,31700
2019-09-20,36214.921875,38378.019531,36085.738281,38014.621094,38014.621094,61000
2019-09-23,38844.000000,39441.121094,38674.039063,39090.031250,39090.031250,2800
2019-09-24,39135.281250,39306.371094,38913.058594,39097.140625,39097.140625,30600
2019-09-25,39087.199219,39087.199219,38510.968750,38593.519531,38593.519531,28800
2019-09-26,38700.480469,39158.070313,38676.109375,38989.738281,38989.738281,33200
2019-09-27,39003.128906,39107.371094,38782.601563,38822.570313,38822.570313,39200
2019-09-30,38873.121094,38873.121094,38401.089844,38667.328125,38667.328125,49000
2019-10-01,38813.480469,38923.781250,37929.890625,38305.410156,38305.410156,75400
2019-10-03,38137.871094,38310.929688,37957.558594,38106.871094,38106.871094,59200
2019-10-04,38401.488281,38403.539063,37633.359375,37673.308594,37673.308594,52900
2019-10-07,37853.800781,37919.468750,37480.531250,37531.980469,37531.980469,40400
2019-10-09,37628.050781,38209.839844,37415.828125,38177.949219,38177.949219,36400
2019-10-10,38130.230469,38130.230469,37802.929688,37880.398438,37880.398438,27300
2019-10-11,37994.480469,38345.410156,37737.851563,38127.078125,38127.078125,39400
2019-10-14,38208.238281,38513.691406,38066.128906,38214.468750,38214.468750,28500
2019-10-15,38316.488281,38635.191406,38238.269531,38506.089844,38506.089844,26200
2019-10-16,38637.050781,38666.378906,38416.671875,38598.988281,38598.988281,27500
2019-10-17,38647.441406,39104.691406,38557.429688,39052.058594,39052.058594,47100
2019-10-18,39087.828125,39361.058594,38963.601563,39298.378906,39298.378906,42400
2019-10-22,39233.398438,39426.468750,38924.851563,38963.839844,38963.839844,54500
2019-10-23,39063.839844,39196.671875,38866.078125,39058.828125,39058.828125,41000
2019-10-24,39223.011719,39327.148438,38840.761719,39020.390625,39020.390625,36600
2019-10-25,39201.671875,39241.609375,38718.269531,39058.058594,39058.058594,48600
2019-10-27,null,null,null,null,null,null
2019-10-29,39293.488281,39917.011719,39254.121094,39831.839844,39831.839844,50500
2019-10-30,40055.628906,40178.121094,39805.109375,40051.871094,40051.871094,37200
2019-10-31,40211.988281,40392.218750,40054.890625,40129.050781,40129.050781,87900
2019-11-01,40196.070313,40283.300781,40014.230469,40165.031250,40165.031250,57000
2019-11-04,40293.851563,40483.210938,40186.289063,40301.960938,40301.960938,62600
2019-11-05,40445.671875,40466.550781,40053.550781,40248.230469,40248.230469,45400
2019-11-06,40311.851563,40606.910156,40037.531250,40469.781250,40469.781250,37700
2019-11-07,40625.640625,40688.269531,40421.070313,40653.738281,40653.738281,30200
2019-11-08,40630.558594,40749.328125,40263.941406,40323.609375,40323.609375,42600
2019-11-11,40316.500000,40417.441406,40150.968750,40345.078125,40345.078125,29500
2019-11-13,40346.429688,40447.171875,40061.230469,40116.058594,40116.058594,37700
2019-11-14,40178.929688,40348.609375,40026.988281,40286.480469,40286.480469,27800
2019-11-15,40408.199219,40650.058594,40308.089844,40356.691406,40356.691406,25800
2019-11-18,40431.078125,40542.398438,40221.968750,40284.191406,40284.191406,28700
2019-11-19,40455.359375,40544.128906,40290.210938,40469.699219,40469.699219,39100
2019-11-20,40729.800781,40816.378906,40575.960938,40651.640625,40651.640625,32300
2019-11-21,40737.308594,40744.851563,40534.121094,40575.171875,40575.171875,21800
2019-11-22,40653.171875,40653.171875,40276.828125,40359.410156,40359.410156,21700
2019-11-25,40439.660156,40931.710938,40393.898438,40889.230469,40889.230469,28600
2019-11-26,41022.851563,41120.281250,40710.199219,40821.300781,40821.300781,32800
2019-11-27,40979.390625,41075.761719,40848.699219,41020.609375,41020.609375,32400
2019-11-28,41161.539063,41163.789063,40996.078125,41130.171875,41130.171875,30900
2019-11-29,41138.261719,41143.218750,40664.179688,40793.808594,40793.808594,46700
2019-12-02,41072.941406,41093.988281,40707.628906,40802.171875,40802.171875,39800
2019-12-03,40852.609375,40885.031250,40554.039063,40675.449219,40675.449219,33700
2019-12-04,40606.011719,40886.871094,40475.828125,40850.289063,40850.289063,44500
2019-12-05,40988.140625,41002.410156,40720.171875,40779.589844,40779.589844,33000
2019-12-06,40952.128906,40952.128906,40337.531250,40445.148438,40445.148438,33100
2019-12-09,40527.238281,40645.628906,40336.558594,40487.429688,40487.429688,32600
2019-12-10,40588.808594,40588.808594,40208.699219,40239.878906,40239.878906,31400
2019-12-11,40285.199219,40466.128906,40135.371094,40412.570313,40412.570313,55500
2019-12-12,40561.339844,40712.648438,40490.691406,40581.710938,40581.710938,41300
2019-12-13,40754.820313,41055.800781,40736.699219,41009.710938,41009.710938,27900
2019-12-16,41168.851563,41185.031250,40917.929688,40938.718750,40938.718750,21600
2019-12-17,41052.359375,41401.648438,41005.179688,41352.171875,41352.171875,19000
2019-12-18,41442.750000,41614.769531,41358.468750,41558.570313,41558.570313,24300
2019-12-19,41571.820313,41719.289063,41456.398438,41673.921875,41673.921875,33300
2019-12-20,41746.199219,41809.960938,41636.109375,41681.539063,41681.539063,33600
2019-12-23,41548.261719,41701.621094,41474.609375,41642.660156,41642.660156,6200
2019-12-24,41684.511719,41702.980469,41423.070313,41461.261719,41461.261719,4400
2019-12-26,41543.800781,41543.800781,41132.890625,41163.761719,41163.761719,5600
2019-12-27,41297.078125,41611.269531,41264.921875,41575.140625,41575.140625,6100
2019-12-30,41686.269531,41714.730469,41453.378906,41558.000000,41558.000000,5700
2019-12-31,41607.488281,41607.488281,41184.730469,41253.738281,41253.738281,5600
2020-01-01,null,null,null,null,null,null
2020-01-02,41340.269531,41649.289063,41328.449219,41626.640625,41626.640625,5300
2020-01-03,41634.511719,41636.179688,41348.679688,41464.609375,41464.609375,8900
2020-01-06,41378.339844,41378.339844,40613.960938,40676.628906,40676.628906,8700
2020-01-07,40983.039063,41230.140625,40727.371094,40869.468750,40869.468750,11900
2020-01-08,40574.828125,40866.359375,40476.550781,40817.738281,40817.738281,18200
2020-01-09,41216.671875,41482.121094,41175.718750,41452.351563,41452.351563,7800
2020-01-10,41568.199219,41775.109375,41447.800781,41599.718750,41599.718750,13200
2020-01-13,41788.210938,41899.628906,41720.761719,41859.691406,41859.691406,10600
2020-01-14,41883.089844,41994.261719,41770.898438,41952.628906,41952.628906,14100
2020-01-15,41969.859375,41969.859375,41648.109375,41872.730469,41872.730469,6100
2020-01-16,41924.738281,42059.449219,41812.281250,41932.558594,41932.558594,6600
2020-01-17,41929.019531,42063.929688,41850.289063,41945.371094,41945.371094,9500
2020-01-20,42263.000000,42273.871094,41503.371094,41528.910156,41528.910156,7500
2020-01-21,41487.570313,41532.589844,41294.300781,41323.808594,41323.808594,8900
2020-01-22,41467.128906,41532.289063,41059.039063,41115.378906,41115.378906,7700
2020-01-23,41191.500000,41413.960938,41098.910156,41386.398438,41386.398438,9900
2020-01-24,41377.039063,41697.031250,41275.601563,41613.191406,41613.191406,6600
2020-01-27,41510.679688,41516.269531,41122.480469,41155.121094,41155.121094,7000
2020-01-28,41299.679688,41333.250000,40869.750000,40966.859375,40966.859375,9800
2020-01-29,41131.570313,41334.859375,41108.191406,41198.660156,41198.660156,7800
2020-01-30,41380.140625,41380.140625,40829.910156,40913.820313,40913.820313,6700
2020-01-31,41146.558594,41154.488281,40671.011719,40723.488281,40723.488281,11500
2020-02-03,39701.019531,40014.898438,39563.070313,39872.308594,39872.308594,10600
2020-02-04,40178.738281,40818.941406,40117.460938,40789.378906,40789.378906,15300
2020-02-05,40921.710938,41177.000000,40703.320313,41142.660156,41142.660156,13900
2020-02-06,41209.128906,41405.429688,41113.109375,41306.031250,41306.031250,15000
2020-02-07,41394.410156,41394.410156,41073.359375,41141.851563,41141.851563,15300
2020-02-10,41166.718750,41172.058594,40798.980469,40979.621094,40979.621094,15200
2020-02-11,41183.390625,41444.339844,41179.140625,41216.140625,41216.140625,7700
2020-02-12,41330.851563,41671.859375,41330.851563,41565.898438,41565.898438,9600
2020-02-13,41707.210938,41709.300781,41338.308594,41459.789063,41459.789063,9100
2020-02-14,41510.191406,41702.359375,41183.128906,41257.738281,41257.738281,9800
2020-02-17,41324.039063,41420.339844,41030.578125,41055.691406,41055.691406,6900
2020-02-18,41042.460938,41042.460938,40610.949219,40894.378906,40894.378906,12300
2020-02-19,41121.511719,41357.160156,41048.929688,41323.000000,41323.000000,5600
2020-02-20,41334.960938,41399.929688,41134.308594,41170.121094,41170.121094,8400
2020-02-24,41037.011719,41037.011719,40306.359375,40363.230469,40363.230469,8100
2020-02-25,40497.718750,40536.000000,40220.589844,40281.199219,40281.199219,7300
2020-02-26,40194.890625,40255.390625,39760.390625,39888.960938,39888.960938,9000
2020-02-27,39947.800781,39947.800781,39423.269531,39745.660156,39745.660156,9600
2020-02-28,39087.468750,39087.468750,38219.968750,38297.289063,38297.289063,12700
2020-03-02,38910.949219,39083.171875,37785.988281,38144.019531,38144.019531,13400
2020-03-03,38480.890625,38754.238281,38142.300781,38623.699219,38623.699219,10600
2020-03-04,38715.718750,38791.699219,37846.101563,38409.480469,38409.480469,15300
2020-03-05,38604.250000,38887.800781,38386.679688,38470.609375,38470.609375,13500
2020-03-06,37613.960938,37747.070313,37011.089844,37576.621094,37576.621094,19000
2020-03-09,36950.199219,36950.199219,35109.179688,35634.949219,35634.949219,18800
2020-03-11,35468.898438,36021.511719,35261.921875,35697.398438,35697.398438,27900
2020-03-12,34472.500000,34472.500000,32493.099609,32778.140625,32778.140625,25200
2020-03-13,31214.130859,34769.480469,29388.970703,34103.480469,34103.480469,32600
2020-03-16,33103.238281,33103.238281,31276.300781,31390.070313,31390.070313,18100
2020-03-17,31611.570313,32047.980469,30394.939453,30579.089844,30579.089844,21500
2020-03-18,30968.839844,31101.769531,28613.050781,28869.509766,28869.509766,31300
2020-03-19,27773.359375,29370.529297,26714.460938,28288.230469,28288.230469,33200
2020-03-20,28460.820313,30418.199219,27932.669922,29915.960938,29915.960938,32100
2020-03-23,27608.800781,27900.830078,25880.830078,25981.240234,25981.240234,21800
2020-03-24,27056.230469,27462.869141,25638.900391,26674.029297,26674.029297,24700
2020-03-25,26499.810547,28790.189453,26359.910156,28535.779297,28535.779297,141500
2020-03-26,29073.710938,30099.910156,28566.339844,29946.769531,29946.769531,35000
2020-03-27,30747.810547,31126.029297,29346.990234,29815.589844,29815.589844,116900
2020-03-30,29226.550781,29497.570313,28290.990234,28440.320313,28440.320313,23200
2020-03-31,29294.939453,29770.880859,28667.359375,29468.490234,29468.490234,26400
2020-04-01,29505.330078,29505.980469,28073.429688,28265.310547,28265.310547,18000
2020-04-03,28623.529297,28639.119141,27500.789063,27590.949219,27590.949219,18900
2020-04-07,28898.359375,30157.650391,28602.310547,30067.210938,30067.210938,21900
2020-04-08,29701.919922,31227.970703,29602.939453,29893.960938,29893.960938,24700
2020-04-09,30571.189453,31225.199219,30420.220703,31159.619141,31159.619141,18800
2020-04-13,31195.720703,31195.720703,30474.150391,30690.019531,30690.019531,16100
2020-04-15,31277.109375,31568.359375,30222.070313,30379.810547,30379.810547,23600
2020-04-16,30095.509766,30800.199219,30016.169922,30602.609375,30602.609375,16900
2020-04-17,31656.679688,31718.730469,30960.939453,31588.720703,31588.720703,22200
2020-04-20,32056.189453,32056.470703,31490.259766,31648.000000,31648.000000,17200
2020-04-21,30836.189453,30900.119141,30378.259766,30636.710938,30636.710938,19700
2020-04-22,30856.140625,31471.140625,30578.550781,31379.550781,31379.550781,21000
2020-04-23,31646.449219,31959.019531,31292.919922,31863.080078,31863.080078,24400
2020-04-24,31426.619141,31842.240234,31278.269531,31327.220703,31327.220703,17600
2020-04-27,31659.039063,32103.699219,31651.580078,31743.080078,31743.080078,12900
2020-04-28,32101.910156,32199.910156,31661.339844,32114.519531,32114.519531,15600
2020-04-29,32311.039063,32897.589844,32171.650391,32720.160156,32720.160156,16000
2020-04-30,33381.191406,33887.250000,33354.929688,33717.621094,33717.621094,21100
2020-05-04,32748.140625,32748.140625,31632.019531,31715.349609,31715.349609,18300
2020-05-05,32182.900391,32264.000000,31403.570313,31453.509766,31453.509766,19200
2020-05-06,31577.630859,31970.839844,31158.750000,31685.750000,31685.750000,19200
2020-05-07,31677.689453,31705.250000,31362.869141,31443.380859,31443.380859,19900
2020-05-08,32083.320313,32088.509766,31598.000000,31642.699219,31642.699219,15900
2020-05-11,32030.339844,32301.580078,31500.869141,31561.220703,31561.220703,18100
2020-05-12,31342.929688,31536.890625,30844.660156,31371.119141,31371.119141,23100
2020-05-13,32841.871094,32845.480469,31901.919922,32008.609375,32008.609375,18400
2020-05-14,31466.330078,31630.939453,31052.650391,31122.890625,31122.890625,15200
2020-05-15,31296.279297,31296.279297,30770.480469,31097.730469,31097.730469,13000
2020-05-18,31248.259766,31248.259766,29968.449219,30028.980469,30028.980469,19500
2020-05-19,30450.740234,30739.960938,30116.820313,30196.169922,30196.169922,18700
2020-05-20,30159.589844,30878.310547,30157.750000,30818.609375,30818.609375,16100
2020-05-21,30904.289063,31188.789063,30765.320313,30932.900391,30932.900391,15500
2020-05-22,30822.779297,31107.910156,30474.880859,30672.589844,30672.589844,20600
2020-05-26,30864.269531,31086.699219,30512.140625,30609.300781,30609.300781,188300
2020-05-27,30793.109375,31660.599609,30525.679688,31605.220703,31605.220703,20500
2020-05-28,31827.800781,32267.230469,31641.769531,32200.589844,32200.589844,27500
2020-05-29,32041.289063,32480.519531,31823.800781,32424.099609,32424.099609,37100
2020-06-01,32906.050781,33673.828125,32876.550781,33303.519531,33303.519531,22900
2020-06-02,33450.191406,33866.628906,33301.289063,33825.531250,33825.531250,75600
2020-06-03,34185.410156,34488.691406,34027.500000,34109.539063,34109.539063,18400
2020-06-04,34072.500000,34310.140625,33711.238281,33980.699219,33980.699219,17900
2020-06-05,34198.550781,34405.429688,33958.019531,34287.238281,34287.238281,24600
2020-06-08,34841.171875,34927.800781,34211.828125,34370.578125,34370.578125,25700
2020-06-09,34520.789063,34811.289063,33881.191406,33956.691406,33956.691406,19200
2020-06-10,34029.140625,34350.171875,33949.460938,34247.050781,34247.050781,15500
2020-06-11,34214.691406,34219.390625,33480.421875,33538.371094,33538.371094,20900
2020-06-12,32436.689453,33856.269531,32348.099609,33780.890625,33780.890625,23000
2020-06-15,33670.550781,33670.550781,32923.738281,33228.800781,33228.800781,18400
2020-06-16,33853.718750,34022.011719,32953.300781,33605.218750,33605.218750,27400
2020-06-17,33438.308594,33933.660156,33332.960938,33507.921875,33507.921875,20200
2020-06-18,33371.519531,34276.011719,33371.519531,34208.050781,34208.050781,21200
2020-06-19,34335.378906,34848.371094,34136.390625,34731.730469,34731.730469,27900
2020-06-22,34892.031250,35213.519531,34794.398438,34911.320313,34911.320313,25100
2020-06-23,35015.730469,35482.160156,34843.691406,35430.429688,35430.429688,25200
2020-06-24,35679.738281,35706.550781,34794.929688,34868.980469,34868.980469,26600
2020-06-25,34525.390625,35081.609375,34499.781250,34842.101563,34842.101563,24600
2020-06-26,35144.781250,35254.878906,34910.339844,35171.269531,35171.269531,24800
2020-06-29,34926.949219,35032.359375,34662.058594,34961.519531,34961.519531,18300
2020-06-30,35168.300781,35233.910156,34812.800781,34915.800781,34915.800781,18500
2020-07-01,35009.589844,35467.230469,34927.199219,35414.449219,35414.449219,19400
2020-07-02,35604.000000,36014.921875,35595.359375,35843.699219,35843.699219,20600
2020-07-03,36025.378906,36110.210938,35872.378906,36021.421875,36021.421875,16500
2020-07-06,36313.460938,36661.660156,36254.019531,36487.281250,36487.281250,22300
2020-07-07,36660.351563,36723.269531,36271.089844,36674.519531,36674.519531,20600
2020-07-08,36738.378906,36828.429688,36234.171875,36329.011719,36329.011719,24800
2020-07-09,36450.691406,36806.300781,36422.300781,36737.691406,36737.691406,0
